Parcel_ID,O_zone,D_zone,CEP,Network,Type
60279,4604,1069,DPD,conventional,tour-based
60294,163,4604,DPD,conventional,tour-based
60294,4604,1069,DPD,conventional,tour-based
60297,656,1044,DHL,conventional,tour-based
60297,1044,1070,DHL,conventional,tour-based
60303,2535,4604,DPD,conventional,tour-based
60303,4604,1070,DPD,conventional,tour-based
60322,326,1044,DHL,conventional,tour-based
60322,1044,1071,DHL,conventional,tour-based
60327,684,1044,DHL,conventional,tour-based
60327,1044,1071,DHL,conventional,tour-based
60344,7381,7399,PostNL,conventional,tour-based
60344,7399,2668,PostNL,conventional,consolidated
60344,2668,1071,PostNL,conventional,tour-based
60399,74,2668,PostNL,conventional,tour-based
60399,2668,1073,PostNL,conventional,tour-based
60400,135,2668,PostNL,conventional,tour-based
60400,2668,1073,PostNL,conventional,tour-based
60412,922,1008,DHL,conventional,tour-based
60412,1008,1044,DHL,conventional,consolidated
60412,1044,1074,DHL,conventional,tour-based
60430,5749,4178,PostNL,conventional,tour-based
60430,4178,2668,PostNL,conventional,consolidated
60430,2668,1074,PostNL,conventional,tour-based
60439,472,4604,DPD,conventional,tour-based
60439,4604,1075,DPD,conventional,tour-based
60461,526,2668,PostNL,conventional,tour-based
60461,2668,1076,PostNL,conventional,tour-based
60466,135,4604,DPD,conventional,tour-based
60466,4604,1076,DPD,conventional,tour-based
60484,690,4604,DPD,conventional,tour-based
60484,4604,1077,DPD,conventional,tour-based
60495,7063,4137,FedEx,conventional,tour-based
60495,4137,4604,FedEx,conventional,consolidated
60495,4604,1078,DPD,conventional,tour-based
60497,553,4604,DPD,conventional,tour-based
60497,4604,1078,DPD,conventional,tour-based
60498,292,4604,DPD,conventional,tour-based
60498,4604,1078,DPD,conventional,tour-based
60501,848,4604,DPD,conventional,tour-based
60501,4604,1078,DPD,conventional,tour-based
60519,711,2668,PostNL,conventional,tour-based
60519,2668,1078,PostNL,conventional,tour-based
60526,6251,5514,GLS,conventional,tour-based
60526,5514,4604,GLS,conventional,consolidated
60526,4604,1078,DPD,conventional,tour-based
60541,6929,6767,DHL,conventional,tour-based
60541,6767,1044,DHL,conventional,consolidated
60541,1044,1079,DHL,conventional,tour-based
60572,346,2668,PostNL,conventional,tour-based
60572,2668,1079,PostNL,conventional,tour-based
60575,4360,4178,PostNL,conventional,tour-based
60575,4178,2668,PostNL,conventional,consolidated
60575,2668,1079,PostNL,conventional,tour-based
60584,483,2668,PostNL,conventional,tour-based
60584,2668,1079,PostNL,conventional,tour-based
60599,674,1044,DHL,conventional,tour-based
60599,1044,1080,DHL,conventional,tour-based
60608,2141,2668,PostNL,conventional,tour-based
60608,2668,1080,PostNL,conventional,tour-based
60615,798,2668,PostNL,conventional,tour-based
60615,2668,1080,PostNL,conventional,tour-based
60637,124,1008,DHL,conventional,tour-based
60637,1008,1044,DHL,conventional,consolidated
60637,1044,1081,DHL,conventional,tour-based
60638,445,2662,DHL,conventional,tour-based
60638,2662,1044,DHL,conventional,consolidated
60638,1044,1081,DHL,conventional,tour-based
60645,3442,3362,UPS,conventional,tour-based
60645,3362,4604,UPS,conventional,consolidated
60645,4604,1081,DPD,conventional,tour-based
63415,1395,2668,PostNL,conventional,tour-based
63415,2668,6955,PostNL,conventional,consolidated
63415,6955,1357,PostNL,conventional,tour-based
63420,1481,2668,PostNL,conventional,tour-based
63420,2668,6955,PostNL,conventional,consolidated
63420,6955,1357,PostNL,conventional,tour-based
63436,1383,1008,DHL,conventional,tour-based
63436,1008,6767,DHL,conventional,consolidated
63436,6767,1358,DHL,conventional,tour-based
63440,1493,1008,DHL,conventional,tour-based
63440,1008,6767,DHL,conventional,consolidated
63440,6767,1358,DHL,conventional,tour-based
63459,1486,2668,PostNL,conventional,tour-based
63459,2668,6955,PostNL,conventional,consolidated
63459,6955,1358,PostNL,conventional,tour-based
63493,5493,4178,PostNL,conventional,tour-based
63493,4178,6955,PostNL,conventional,consolidated
63493,6955,1359,PostNL,conventional,tour-based
63503,6256,5501,DHL,conventional,tour-based
63503,5501,1008,DHL,conventional,consolidated
63503,1008,1360,DHL,conventional,tour-based
63515,7270,6767,DHL,conventional,tour-based
63515,6767,1008,DHL,conventional,consolidated
63515,1008,1362,DHL,conventional,tour-based
63517,1959,4604,DPD,conventional,tour-based
63517,4604,1362,DPD,conventional,tour-based
63522,7218,4178,PostNL,conventional,tour-based
63522,4178,2668,PostNL,conventional,consolidated
63522,2668,1362,PostNL,conventional,tour-based
63524,6008,4137,FedEx,conventional,tour-based
63524,4137,4604,FedEx,conventional,consolidated
63524,4604,1362,DPD,conventional,tour-based
63527,1486,1008,DHL,conventional,tour-based
63527,1008,6767,DHL,conventional,consolidated
63527,6767,1363,DHL,conventional,tour-based
63529,1486,2668,PostNL,conventional,tour-based
63529,2668,6955,PostNL,conventional,consolidated
63529,6955,1363,PostNL,conventional,tour-based
63542,1520,1008,DHL,conventional,tour-based
63542,1008,1365,DHL,conventional,tour-based
63545,1488,1008,DHL,conventional,tour-based
63545,1008,1365,DHL,conventional,tour-based
63547,1305,4604,DPD,conventional,tour-based
63547,4604,1365,DPD,conventional,tour-based
63564,1372,1008,DHL,conventional,tour-based
63564,1008,1366,DHL,conventional,tour-based
63576,6205,4178,PostNL,conventional,tour-based
63576,4178,2668,PostNL,conventional,consolidated
63576,2668,1366,PostNL,conventional,tour-based
63631,1420,1008,DHL,conventional,tour-based
63631,1008,1370,DHL,conventional,tour-based
63652,1454,2668,PostNL,conventional,tour-based
63652,2668,1370,PostNL,conventional,tour-based
63658,5670,6955,PostNL,conventional,tour-based
63658,6955,2668,PostNL,conventional,consolidated
63658,2668,1370,PostNL,conventional,tour-based
63665,1519,2668,PostNL,conventional,tour-based
63665,2668,1370,PostNL,conventional,tour-based
63666,1443,2668,PostNL,conventional,tour-based
63666,2668,1370,PostNL,conventional,tour-based
63671,1516,2668,PostNL,conventional,tour-based
63671,2668,1370,PostNL,conventional,tour-based
63696,7363,5501,DHL,conventional,tour-based
63696,5501,1008,DHL,conventional,consolidated
63696,1008,1371,DHL,conventional,tour-based
63699,1627,4604,DPD,conventional,tour-based
63699,4604,1371,DPD,conventional,tour-based
63701,6734,4604,DPD,conventional,tour-based
63701,4604,1371,DPD,conventional,tour-based
63723,5647,4178,PostNL,conventional,tour-based
63723,4178,2668,PostNL,conventional,consolidated
63723,2668,1371,PostNL,conventional,tour-based
63742,1401,4604,DPD,conventional,tour-based
63742,4604,1372,DPD,conventional,tour-based
63752,3390,2668,PostNL,conventional,tour-based
63752,2668,1372,PostNL,conventional,tour-based
63785,1452,2668,PostNL,conventional,tour-based
63785,2668,1374,PostNL,conventional,tour-based
63816,6923,6955,PostNL,conventional,tour-based
63816,6955,2668,PostNL,conventional,consolidated
63816,2668,1375,PostNL,conventional,tour-based
63818,4259,4178,PostNL,conventional,tour-based
63818,4178,2668,PostNL,conventional,consolidated
63818,2668,1375,PostNL,conventional,tour-based
63820,1387,2668,PostNL,conventional,tour-based
63820,2668,1375,PostNL,conventional,tour-based
63826,1406,2668,PostNL,conventional,tour-based
63826,2668,1375,PostNL,conventional,tour-based
63832,6786,2668,PostNL,conventional,tour-based
63832,2668,1375,PostNL,conventional,tour-based
63867,742,5514,GLS,conventional,tour-based
63867,5514,4604,GLS,conventional,consolidated
63867,4604,1376,DPD,conventional,tour-based
63896,1381,2668,PostNL,conventional,tour-based
63896,2668,1376,PostNL,conventional,tour-based
63902,1432,2668,PostNL,conventional,tour-based
63902,2668,1376,PostNL,conventional,tour-based
63907,1842,6955,PostNL,conventional,tour-based
63907,6955,2668,PostNL,conventional,consolidated
63907,2668,1376,PostNL,conventional,tour-based
63929,1485,1008,DHL,conventional,tour-based
63929,1008,1377,DHL,conventional,tour-based
63934,1467,4604,DPD,conventional,tour-based
63934,4604,1377,DPD,conventional,tour-based
63939,7294,6955,PostNL,conventional,tour-based
63939,6955,2668,PostNL,conventional,consolidated
63939,2668,1377,PostNL,conventional,tour-based
63955,7378,5501,DHL,conventional,tour-based
63955,5501,1008,DHL,conventional,consolidated
63955,1008,1378,DHL,conventional,tour-based
63963,1495,2668,PostNL,conventional,tour-based
63963,2668,1378,PostNL,conventional,tour-based
63968,6160,4178,PostNL,conventional,tour-based
63968,4178,2668,PostNL,conventional,consolidated
63968,2668,1378,PostNL,conventional,tour-based
63971,1501,4604,DPD,conventional,tour-based
63971,4604,1378,DPD,conventional,tour-based
63989,1503,1008,DHL,conventional,tour-based
63989,1008,1379,DHL,conventional,tour-based
64017,532,4604,DPD,conventional,tour-based
64017,4604,1379,DPD,conventional,tour-based
64033,7316,7399,PostNL,conventional,tour-based
64033,7399,2668,PostNL,conventional,consolidated
64033,2668,1379,PostNL,conventional,tour-based
64042,7335,7399,PostNL,conventional,tour-based
64042,7399,2668,PostNL,conventional,consolidated
64042,2668,1379,PostNL,conventional,tour-based
64044,6739,2668,PostNL,conventional,tour-based
64044,2668,1379,PostNL,conventional,tour-based
64052,6924,6955,PostNL,conventional,tour-based
64052,6955,2668,PostNL,conventional,consolidated
64052,2668,1379,PostNL,conventional,tour-based
64077,4952,2668,PostNL,conventional,tour-based
64077,2668,1379,PostNL,conventional,tour-based
64106,1418,1008,DHL,conventional,tour-based
64106,1008,1380,DHL,conventional,tour-based
64115,1463,1008,DHL,conventional,tour-based
64115,1008,1380,DHL,conventional,tour-based
64121,1401,1008,DHL,conventional,tour-based
64121,1008,1380,DHL,conventional,tour-based
64153,1431,2668,PostNL,conventional,tour-based
64153,2668,1380,PostNL,conventional,tour-based
64202,1385,4604,DPD,conventional,tour-based
64202,4604,1380,DPD,conventional,tour-based
64205,1430,4604,DPD,conventional,tour-based
64205,4604,1380,DPD,conventional,tour-based
64207,1501,4604,DPD,conventional,tour-based
64207,4604,1380,DPD,conventional,tour-based
64217,1462,4604,DPD,conventional,tour-based
64217,4604,1381,DPD,conventional,tour-based
64237,4479,6955,PostNL,conventional,tour-based
64237,6955,2668,PostNL,conventional,consolidated
64237,2668,1381,PostNL,conventional,tour-based
64269,1448,2668,PostNL,conventional,tour-based
64269,2668,1382,PostNL,conventional,tour-based
64275,3974,4178,PostNL,conventional,tour-based
64275,4178,2668,PostNL,conventional,consolidated
64275,2668,1382,PostNL,conventional,tour-based
64276,1485,2668,PostNL,conventional,tour-based
64276,2668,1382,PostNL,conventional,tour-based
64289,7062,4137,FedEx,conventional,tour-based
64289,4137,4604,FedEx,conventional,consolidated
64289,4604,1382,DPD,conventional,tour-based
64316,1459,2668,PostNL,conventional,tour-based
64316,2668,1383,PostNL,conventional,tour-based
64319,1514,2668,PostNL,conventional,tour-based
64319,2668,1383,PostNL,conventional,tour-based
64325,5477,4178,PostNL,conventional,tour-based
64325,4178,2668,PostNL,conventional,consolidated
64325,2668,1383,PostNL,conventional,tour-based
64327,3409,2668,PostNL,conventional,tour-based
64327,2668,1383,PostNL,conventional,tour-based
64338,6160,5501,DHL,conventional,tour-based
64338,5501,1008,DHL,conventional,consolidated
64338,1008,1384,DHL,conventional,tour-based
64349,1431,2668,PostNL,conventional,tour-based
64349,2668,1384,PostNL,conventional,tour-based
64353,3444,2668,PostNL,conventional,tour-based
64353,2668,1384,PostNL,conventional,tour-based
64356,4696,2668,PostNL,conventional,tour-based
64356,2668,1384,PostNL,conventional,tour-based
64367,4700,5501,DHL,conventional,tour-based
64367,5501,1008,DHL,conventional,consolidated
64367,1008,1385,DHL,conventional,tour-based
64381,3367,3362,UPS,conventional,tour-based
64381,3362,4604,UPS,conventional,consolidated
64381,4604,1385,DPD,conventional,tour-based
64384,4141,4137,FedEx,conventional,tour-based
64384,4137,4604,FedEx,conventional,consolidated
64384,4604,1385,DPD,conventional,tour-based
64398,7170,4178,PostNL,conventional,tour-based
64398,4178,2668,PostNL,conventional,consolidated
64398,2668,1385,PostNL,conventional,tour-based
64399,1496,2668,PostNL,conventional,tour-based
64399,2668,1385,PostNL,conventional,tour-based
64419,2315,4604,DPD,conventional,tour-based
64419,4604,1385,DPD,conventional,tour-based
64441,7391,7399,PostNL,conventional,tour-based
64441,7399,2668,PostNL,conventional,consolidated
64441,2668,1386,PostNL,conventional,tour-based
64448,1404,1008,DHL,conventional,tour-based
64448,1008,1387,DHL,conventional,tour-based
64466,5402,4178,PostNL,conventional,tour-based
64466,4178,2668,PostNL,conventional,consolidated
64466,2668,1387,PostNL,conventional,tour-based
64469,5484,2668,PostNL,conventional,tour-based
64469,2668,1387,PostNL,conventional,tour-based
64470,1392,2668,PostNL,conventional,tour-based
64470,2668,1387,PostNL,conventional,tour-based
64483,6797,2668,PostNL,conventional,tour-based
64483,2668,1387,PostNL,conventional,tour-based
64516,7048,4137,FedEx,conventional,tour-based
64516,4137,4604,FedEx,conventional,consolidated
64516,4604,1388,DPD,conventional,tour-based
64522,4596,6955,PostNL,conventional,tour-based
64522,6955,2668,PostNL,conventional,consolidated
64522,2668,1388,PostNL,conventional,tour-based
64524,1512,2668,PostNL,conventional,tour-based
64524,2668,1388,PostNL,conventional,tour-based
64532,729,2668,PostNL,conventional,tour-based
64532,2668,1388,PostNL,conventional,tour-based
64533,1384,2668,PostNL,conventional,tour-based
64533,2668,1388,PostNL,conventional,tour-based
64548,1516,2668,PostNL,conventional,tour-based
64548,2668,1388,PostNL,conventional,tour-based
64553,5896,6955,PostNL,conventional,tour-based
64553,6955,2668,PostNL,conventional,consolidated
64553,2668,1388,PostNL,conventional,tour-based
64574,5369,4178,PostNL,conventional,tour-based
64574,4178,2668,PostNL,conventional,consolidated
64574,2668,1389,PostNL,conventional,tour-based
64577,1477,2668,PostNL,conventional,tour-based
64577,2668,1389,PostNL,conventional,tour-based
64590,1504,2668,PostNL,conventional,tour-based
64590,2668,1390,PostNL,conventional,tour-based
64594,1476,4604,DPD,conventional,tour-based
64594,4604,1390,DPD,conventional,tour-based
64598,1402,1008,DHL,conventional,tour-based
64598,1008,1391,DHL,conventional,tour-based
64618,7022,1044,DHL,conventional,tour-based
64618,1044,1008,DHL,conventional,consolidated
64618,1008,1392,DHL,conventional,tour-based
64619,1932,1044,DHL,conventional,tour-based
64619,1044,1008,DHL,conventional,consolidated
64619,1008,1392,DHL,conventional,tour-based
64639,6201,5514,GLS,conventional,tour-based
64639,5514,4604,GLS,conventional,consolidated
64639,4604,1392,DPD,conventional,tour-based
64642,4146,4178,PostNL,conventional,tour-based
64642,4178,2668,PostNL,conventional,consolidated
64642,2668,1392,PostNL,conventional,tour-based
64656,1403,2668,PostNL,conventional,tour-based
64656,2668,1392,PostNL,conventional,tour-based
64657,5846,4178,PostNL,conventional,tour-based
64657,4178,2668,PostNL,conventional,consolidated
64657,2668,1392,PostNL,conventional,tour-based
64674,4997,5501,DHL,conventional,tour-based
64674,5501,1008,DHL,conventional,consolidated
64674,1008,1393,DHL,conventional,tour-based
64678,1376,1008,DHL,conventional,tour-based
64678,1008,1393,DHL,conventional,tour-based
64685,1437,1008,DHL,conventional,tour-based
64685,1008,1393,DHL,conventional,tour-based
64716,1376,2668,PostNL,conventional,tour-based
64716,2668,1393,PostNL,conventional,tour-based
64722,1496,2668,PostNL,conventional,tour-based
64722,2668,1393,PostNL,conventional,tour-based
64726,1462,2668,PostNL,conventional,tour-based
64726,2668,1393,PostNL,conventional,tour-based
64750,502,1044,DHL,conventional,tour-based
64750,1044,1008,DHL,conventional,consolidated
64750,1008,1394,DHL,conventional,tour-based
64761,7295,4604,DPD,conventional,tour-based
64761,4604,1394,DPD,conventional,tour-based
64780,3811,4178,PostNL,conventional,tour-based
64780,4178,2668,PostNL,conventional,consolidated
64780,2668,1394,PostNL,conventional,tour-based
64783,3376,2668,PostNL,conventional,tour-based
64783,2668,1394,PostNL,conventional,tour-based
64804,7031,4604,DPD,conventional,tour-based
64804,4604,1395,DPD,conventional,tour-based
64815,1431,2668,PostNL,conventional,tour-based
64815,2668,1395,PostNL,conventional,tour-based
64849,1487,4604,DPD,conventional,tour-based
64849,4604,1396,DPD,conventional,tour-based
64853,7289,6955,PostNL,conventional,tour-based
64853,6955,2668,PostNL,conventional,consolidated
64853,2668,1396,PostNL,conventional,tour-based
64867,141,1008,DHL,conventional,tour-based
64867,1008,1397,DHL,conventional,tour-based
64913,7040,7366,GLS,conventional,tour-based
64913,7366,4604,GLS,conventional,consolidated
64913,4604,1398,DPD,conventional,tour-based
64924,1375,2668,PostNL,conventional,tour-based
64924,2668,1398,PostNL,conventional,tour-based
64934,2535,2668,PostNL,conventional,tour-based
64934,2668,1398,PostNL,conventional,tour-based
64938,1269,2668,PostNL,conventional,tour-based
64938,2668,1398,PostNL,conventional,tour-based
64942,1426,2668,PostNL,conventional,tour-based
64942,2668,1398,PostNL,conventional,tour-based
64955,7244,7241,DHL,conventional,tour-based
64955,7241,1008,DHL,conventional,consolidated
64955,1008,1399,DHL,conventional,tour-based
64962,1419,1008,DHL,conventional,tour-based
64962,1008,1399,DHL,conventional,tour-based
64966,2767,5514,GLS,conventional,tour-based
64966,5514,4604,GLS,conventional,consolidated
64966,4604,1399,DPD,conventional,tour-based
64967,1519,4604,DPD,conventional,tour-based
64967,4604,1399,DPD,conventional,tour-based
64969,6774,4604,DPD,conventional,tour-based
64969,4604,1399,DPD,conventional,tour-based
64976,1430,2668,PostNL,conventional,tour-based
64976,2668,1399,PostNL,conventional,tour-based
65000,1425,1008,DHL,conventional,tour-based
65000,1008,1400,DHL,conventional,tour-based
65001,1447,1008,DHL,conventional,tour-based
65001,1008,1400,DHL,conventional,tour-based
65013,1473,2668,PostNL,conventional,tour-based
65013,2668,1400,PostNL,conventional,tour-based
65021,3183,2668,PostNL,conventional,tour-based
65021,2668,1400,PostNL,conventional,tour-based
65023,1441,2668,PostNL,conventional,tour-based
65023,2668,1400,PostNL,conventional,tour-based
65028,7368,7366,GLS,conventional,tour-based
65028,7366,4604,GLS,conventional,consolidated
65028,4604,1400,DPD,conventional,tour-based
65033,1477,1008,DHL,conventional,tour-based
65033,1008,1401,DHL,conventional,tour-based
65054,1410,4604,DPD,conventional,tour-based
65054,4604,1401,DPD,conventional,tour-based
65064,2891,2668,PostNL,conventional,tour-based
65064,2668,1401,PostNL,conventional,tour-based
65081,2440,2668,PostNL,conventional,tour-based
65081,2668,1401,PostNL,conventional,tour-based
65093,1490,2668,PostNL,conventional,tour-based
65093,2668,1401,PostNL,conventional,tour-based
65094,7340,7366,GLS,conventional,tour-based
65094,7366,4604,GLS,conventional,consolidated
65094,4604,1401,DPD,conventional,tour-based
65098,7037,7366,GLS,conventional,tour-based
65098,7366,4604,GLS,conventional,consolidated
65098,4604,1401,DPD,conventional,tour-based
65107,1877,1044,DHL,conventional,tour-based
65107,1044,1008,DHL,conventional,consolidated
65107,1008,1402,DHL,conventional,tour-based
65134,1481,2668,PostNL,conventional,tour-based
65134,2668,1402,PostNL,conventional,tour-based
65145,1438,1008,DHL,conventional,tour-based
65145,1008,1403,DHL,conventional,tour-based
65148,7051,5501,DHL,conventional,tour-based
65148,5501,1008,DHL,conventional,consolidated
65148,1008,1403,DHL,conventional,tour-based
65154,770,5514,GLS,conventional,tour-based
65154,5514,4604,GLS,conventional,consolidated
65154,4604,1403,DPD,conventional,tour-based
65156,1442,4604,DPD,conventional,tour-based
65156,4604,1403,DPD,conventional,tour-based
65168,1453,2668,PostNL,conventional,tour-based
65168,2668,1403,PostNL,conventional,tour-based
65200,7057,5501,DHL,conventional,tour-based
65200,5501,1008,DHL,conventional,consolidated
65200,1008,1404,DHL,conventional,tour-based
65202,1429,1008,DHL,conventional,tour-based
65202,1008,1404,DHL,conventional,tour-based
65203,2371,2662,DHL,conventional,tour-based
65203,2662,1008,DHL,conventional,consolidated
65203,1008,1404,DHL,conventional,tour-based
65212,1477,4604,DPD,conventional,tour-based
65212,4604,1404,DPD,conventional,tour-based
65223,1413,2668,PostNL,conventional,tour-based
65223,2668,1404,PostNL,conventional,tour-based
65232,786,2668,PostNL,conventional,tour-based
65232,2668,1404,PostNL,conventional,tour-based
65238,1430,1008,DHL,conventional,tour-based
65238,1008,1405,DHL,conventional,tour-based
65253,4334,4604,DPD,conventional,tour-based
65253,4604,1405,DPD,conventional,tour-based
65265,5327,4178,PostNL,conventional,tour-based
65265,4178,2668,PostNL,conventional,consolidated
65265,2668,1405,PostNL,conventional,tour-based
65286,1511,2668,PostNL,conventional,tour-based
65286,2668,1405,PostNL,conventional,tour-based
65287,1506,2668,PostNL,conventional,tour-based
65287,2668,1405,PostNL,conventional,tour-based
65294,1430,2668,PostNL,conventional,tour-based
65294,2668,1405,PostNL,conventional,tour-based
65298,1501,4604,DPD,conventional,tour-based
65298,4604,1405,DPD,conventional,tour-based
65317,1431,1008,DHL,conventional,tour-based
65317,1008,1406,DHL,conventional,tour-based
65319,735,2662,DHL,conventional,tour-based
65319,2662,1008,DHL,conventional,consolidated
65319,1008,1406,DHL,conventional,tour-based
65323,1447,4604,DPD,conventional,tour-based
65323,4604,1406,DPD,conventional,tour-based
65330,5663,5514,GLS,conventional,tour-based
65330,5514,4604,GLS,conventional,consolidated
65330,4604,1406,DPD,conventional,tour-based
65340,6756,2668,PostNL,conventional,tour-based
65340,2668,1406,PostNL,conventional,tour-based
65352,1354,2668,PostNL,conventional,tour-based
65352,2668,1406,PostNL,conventional,tour-based
65371,1438,2668,PostNL,conventional,tour-based
65371,2668,1406,PostNL,conventional,tour-based
65377,1460,4604,DPD,conventional,tour-based
65377,4604,1406,DPD,conventional,tour-based
65404,4574,4604,DPD,conventional,tour-based
65404,4604,1407,DPD,conventional,tour-based
65421,1489,2668,PostNL,conventional,tour-based
65421,2668,1407,PostNL,conventional,tour-based
65435,3597,4178,PostNL,conventional,tour-based
65435,4178,2668,PostNL,conventional,consolidated
65435,2668,1407,PostNL,conventional,tour-based
65438,5746,4178,PostNL,conventional,tour-based
65438,4178,2668,PostNL,conventional,consolidated
65438,2668,1407,PostNL,conventional,tour-based
65447,7307,6955,PostNL,conventional,tour-based
65447,6955,2668,PostNL,conventional,consolidated
65447,2668,1407,PostNL,conventional,tour-based
65459,4700,5501,DHL,conventional,tour-based
65459,5501,1008,DHL,conventional,consolidated
65459,1008,1408,DHL,conventional,tour-based
65493,5882,4604,DPD,conventional,tour-based
65493,4604,1409,DPD,conventional,tour-based
65505,1506,2668,PostNL,conventional,tour-based
65505,2668,1409,PostNL,conventional,tour-based
65510,6797,2668,PostNL,conventional,tour-based
65510,2668,1409,PostNL,conventional,tour-based
65527,1372,4604,DPD,conventional,tour-based
65527,4604,1409,DPD,conventional,tour-based
65536,1519,1008,DHL,conventional,tour-based
65536,1008,1410,DHL,conventional,tour-based
65547,7035,6955,PostNL,conventional,tour-based
65547,6955,2668,PostNL,conventional,consolidated
65547,2668,1410,PostNL,conventional,tour-based
65550,1463,2668,PostNL,conventional,tour-based
65550,2668,1410,PostNL,conventional,tour-based
65554,1456,2668,PostNL,conventional,tour-based
65554,2668,1410,PostNL,conventional,tour-based
65562,1509,2668,PostNL,conventional,tour-based
65562,2668,1410,PostNL,conventional,tour-based
65564,4483,2668,PostNL,conventional,tour-based
65564,2668,1410,PostNL,conventional,tour-based
65581,1448,4604,DPD,conventional,tour-based
65581,4604,1411,DPD,conventional,tour-based
65583,432,2668,PostNL,conventional,tour-based
65583,2668,1411,PostNL,conventional,tour-based
65615,5363,5514,GLS,conventional,tour-based
65615,5514,4604,GLS,conventional,consolidated
65615,4604,1412,DPD,conventional,tour-based
65629,7381,7399,PostNL,conventional,tour-based
65629,7399,2668,PostNL,conventional,consolidated
65629,2668,1412,PostNL,conventional,tour-based
65650,3649,5501,DHL,conventional,tour-based
65650,5501,1008,DHL,conventional,consolidated
65650,1008,1413,DHL,conventional,tour-based
65686,6361,4178,PostNL,conventional,tour-based
65686,4178,2668,PostNL,conventional,consolidated
65686,2668,1413,PostNL,conventional,tour-based
65707,210,4604,DPD,conventional,tour-based
65707,4604,1413,DPD,conventional,tour-based
65719,7282,6767,DHL,conventional,tour-based
65719,6767,1008,DHL,conventional,consolidated
65719,1008,1414,DHL,conventional,tour-based
65720,6830,6767,DHL,conventional,tour-based
65720,6767,1008,DHL,conventional,consolidated
65720,1008,1414,DHL,conventional,tour-based
65733,1410,2668,PostNL,conventional,tour-based
65733,2668,1414,PostNL,conventional,tour-based
65737,2504,2668,PostNL,conventional,tour-based
65737,2668,1414,PostNL,conventional,tour-based
65740,6750,2668,PostNL,conventional,tour-based
65740,2668,1414,PostNL,conventional,tour-based
65761,288,1044,DHL,conventional,tour-based
65761,1044,1008,DHL,conventional,consolidated
65761,1008,1416,DHL,conventional,tour-based
65771,531,1044,DHL,conventional,tour-based
65771,1044,1008,DHL,conventional,consolidated
65771,1008,1416,DHL,conventional,tour-based
65789,2119,2668,PostNL,conventional,tour-based
65789,2668,1416,PostNL,conventional,tour-based
65790,5884,4178,PostNL,conventional,tour-based
65790,4178,2668,PostNL,conventional,consolidated
65790,2668,1416,PostNL,conventional,tour-based
65804,1485,2668,PostNL,conventional,tour-based
65804,2668,1416,PostNL,conventional,tour-based
65808,1499,2668,PostNL,conventional,tour-based
65808,2668,1416,PostNL,conventional,tour-based
65823,1448,4604,DPD,conventional,tour-based
65823,4604,1416,DPD,conventional,tour-based
65833,1509,1008,DHL,conventional,tour-based
65833,1008,1417,DHL,conventional,tour-based
65839,7229,5501,DHL,conventional,tour-based
65839,5501,1008,DHL,conventional,consolidated
65839,1008,1417,DHL,conventional,tour-based
65847,3648,3362,UPS,conventional,tour-based
65847,3362,4604,UPS,conventional,consolidated
65847,4604,1417,DPD,conventional,tour-based
65875,1372,2668,PostNL,conventional,tour-based
65875,2668,1417,PostNL,conventional,tour-based
65879,1384,2668,PostNL,conventional,tour-based
65879,2668,1417,PostNL,conventional,tour-based
65889,3537,3362,UPS,conventional,tour-based
65889,3362,4604,UPS,conventional,consolidated
65889,4604,1417,DPD,conventional,tour-based
65908,1446,4604,DPD,conventional,tour-based
65908,4604,1418,DPD,conventional,tour-based
65927,7377,7399,PostNL,conventional,tour-based
65927,7399,2668,PostNL,conventional,consolidated
65927,2668,1418,PostNL,conventional,tour-based
65940,5730,4178,PostNL,conventional,tour-based
65940,4178,2668,PostNL,conventional,consolidated
65940,2668,1418,PostNL,conventional,tour-based
65960,1471,1008,DHL,conventional,tour-based
65960,1008,1419,DHL,conventional,tour-based
65966,876,1008,DHL,conventional,tour-based
65966,1008,1419,DHL,conventional,tour-based
65969,7181,4137,FedEx,conventional,tour-based
65969,4137,4604,FedEx,conventional,consolidated
65969,4604,1419,DPD,conventional,tour-based
65989,6733,2668,PostNL,conventional,tour-based
65989,2668,1419,PostNL,conventional,tour-based
65991,1496,2668,PostNL,conventional,tour-based
65991,2668,1419,PostNL,conventional,tour-based
65998,1779,6955,PostNL,conventional,tour-based
65998,6955,2668,PostNL,conventional,consolidated
65998,2668,1419,PostNL,conventional,tour-based
66019,1451,1008,DHL,conventional,tour-based
66019,1008,1420,DHL,conventional,tour-based
66032,6171,4178,PostNL,conventional,tour-based
66032,4178,2668,PostNL,conventional,consolidated
66032,2668,1420,PostNL,conventional,tour-based
66043,1463,1008,DHL,conventional,tour-based
66043,1008,1421,DHL,conventional,tour-based
66044,1432,1008,DHL,conventional,tour-based
66044,1008,1421,DHL,conventional,tour-based
66049,1366,4604,DPD,conventional,tour-based
66049,4604,1421,DPD,conventional,tour-based
66050,3406,3362,UPS,conventional,tour-based
66050,3362,4604,UPS,conventional,consolidated
66050,4604,1421,DPD,conventional,tour-based
66073,1372,4604,DPD,conventional,tour-based
66073,4604,1421,DPD,conventional,tour-based
66074,6953,4604,DPD,conventional,tour-based
66074,4604,1421,DPD,conventional,tour-based
66076,1479,1008,DHL,conventional,tour-based
66076,1008,1422,DHL,conventional,tour-based
66096,6919,6955,PostNL,conventional,tour-based
66096,6955,2668,PostNL,conventional,consolidated
